y_m,z_m,hit_count
0.06,0.99,24
0.06,1,25
0.06,1.01,26
0.06,1.02,20
0.06,1.03,22
0.06,1.04,24
0.06,1.05,22
0.06,1.06,20
0.06,1.07,20
0.06,1.08,19
0.06,1.09,20
0.06,1.1,14
0.06,1.11,20
0.06,1.12,22
0.06,1.13,21
0.06,1.14,31
0.06,1.15,22
0.06,1.16,21
0.06,1.17,28
0.06,1.18,27
0.06,1.19,17
0.06,1.2,12
0.06,1.21,21
0.06,1.22,18
0.06,1.23,18
0.06,1.24,18
0.06,1.25,17
0.06,1.26,14
0.06,1.27,20
0.06,1.28,17
0.06,1.29,15
0.06,1.3,18
0.06,1.31,18
0.06,1.32,12
0.06,1.33,15
0.06,1.34,13
0.06,1.35,16
0.06,1.36,14
0.06,1.37,13
0.06,1.38,14
0.06,1.39,14
0.06,1.4,11
0.06,1.41,14
0.06,1.42,9
0.06,1.43,6
0.06,1.44,14
0.06,1.45,8
0.06,1.46,15
0.06,1.47,12
0.06,1.48,10
0.06,1.49,13
0.06,1.5,8
0.06,1.51,6
0.06,1.52,6
0.06,1.53,5
0.06,1.54,8
0.06,1.55,5
0.06,1.56,4
0.06,1.57,5
0.06,1.58,4
0.06,1.59,4
0.06,1.6,5
0.06,1.61,2
0.06,1.62,1
0.07,0.16,1
0.07,0.17,9
0.07,0.18,12
0.07,0.19,7
0.07,0.2,5
0.07,0.21,4
0.07,0.22,10
0.07,0.23,13
0.07,0.24,7
0.07,0.25,10
0.07,0.26,10
0.07,0.27,12
0.07,0.28,12
0.07,0.29,14
0.07,0.3,13
0.07,0.31,12
0.07,0.32,10
0.07,0.33,13
0.07,0.34,10
0.07,0.35,17
0.07,0.36,15
0.07,0.37,16
0.07,0.38,13
0.07,0.39,12
0.07,0.4,22
0.07,0.41,16
0.07,0.42,21
0.07,0.43,18
0.07,0.44,19
0.07,0.45,18
0.07,0.46,19
0.07,0.47,19
0.07,0.48,26
0.07,0.49,17
0.07,0.5,23
0.07,0.51,15
0.07,0.52,26
0.07,0.53,25
0.07,0.54,20
0.07,0.55,22
0.07,0.56,21
0.07,0.57,20
0.07,0.58,22
0.07,0.59,22
0.07,0.6,19
0.07,0.61,19
0.07,0.62,21
0.07,0.63,23
0.07,0.64,23
0.07,0.65,29
0.07,0.66,26
0.07,0.67,25
0.07,0.68,26
0.07,0.69,33
0.07,0.7,16
0.07,0.71,19
0.07,0.72,24
0.07,0.73,27
0.07,0.74,21
0.07,0.75,20
0.07,0.76,23
0.07,0.77,30
0.07,0.78,37
0.07,0.79,30
0.07,0.8,24
0.07,0.81,30
0.07,0.82,25
0.07,0.83,23
0.07,0.84,24
0.07,0.85,24
0.07,0.86,24
0.07,0.87,23
0.07,0.88,23
0.07,0.89,18
0.07,0.9,20
0.07,0.91,27
0.07,0.92,21
0.07,0.93,22
0.07,0.94,31
0.07,0.95,18
0.07,0.96,21
0.07,0.97,24
0.07,0.98,26
0.07,0.99,31
0.07,1,30
0.07,1.01,23
0.07,1.02,19
0.07,1.03,24
0.07,1.04,22
0.07,1.05,18
0.07,1.06,14
0.07,1.07,24
0.07,1.08,19
0.07,1.09,20
0.07,1.1,20
0.07,1.11,18
0.07,1.12,22
0.07,1.13,29
0.07,1.14,27
0.07,1.15,17
0.07,1.16,13
0.07,1.17,15
0.07,1.18,22
0.07,1.19,23
0.07,1.2,14
0.07,1.21,24
0.07,1.22,16
0.07,1.23,20
0.07,1.24,20
0.07,1.25,17
0.07,1.26,22
0.07,1.27,11
0.07,1.28,17
0.07,1.29,12
0.07,1.3,20
0.07,1.31,10
0.07,1.32,17
0.07,1.33,15
0.07,1.34,18
0.07,1.35,12
0.07,1.36,13
0.07,1.37,10
0.07,1.38,17
0.07,1.39,8
0.07,1.4,9
0.07,1.41,12
0.07,1.42,13
0.07,1.43,15
0.07,1.44,10
0.07,1.45,8
0.07,1.46,5
0.07,1.47,6
0.07,1.48,5
0.07,1.49,5
0.07,1.5,7
0.07,1.51,5
0.07,1.52,4
0.07,1.53,7
0.07,1.54,10
0.07,1.55,6
0.07,1.56,7
0.07,1.57,8
0.07,1.58,5
0.07,1.59,2
0.07,1.6,5
0.07,1.61,4
0.07,1.62,2
0.07,1.63,1
0.08,0.17,4
0.08,0.18,6
0.08,0.19,12
0.08,0.2,10
0.08,0.21,6
0.08,0.22,8
0.08,0.23,8
0.08,0.24,11
0.08,0.25,5
0.08,0.26,10
0.08,0.27,8
0.08,0.28,7
0.08,0.29,7
0.08,0.3,15
0.08,0.31,5
0.08,0.32,12
0.08,0.33,7
0.08,0.34,15
0.08,0.35,12
0.08,0.36,15
0.08,0.37,10
0.08,0.38,18
0.08,0.39,14
0.08,0.4,10
0.08,0.41,18
0.08,0.42,16
0.08,0.43,17
0.08,0.44,14
0.08,0.45,18
0.08,0.46,23
0.08,0.47,13
0.08,0.48,16
0.08,0.49,17
0.08,0.5,23
0.08,0.51,23
0.08,0.52,25
0.08,0.53,18
0.08,0.54,28
0.08,0.55,18
0.08,0.56,30
0.08,0.57,18
0.08,0.58,31
0.08,0.59,22
0.08,0.6,28
0.08,0.61,25
0.08,0.62,19
0.08,0.63,22
0.08,0.64,18
0.08,0.65,24
0.08,0.66,23
0.08,0.67,21
0.08,0.68,30
0.08,0.69,25
0.08,0.7,24
0.08,0.71,26
0.08,0.72,27
0.08,0.73,21
0.08,0.74,24
0.08,0.75,18
0.08,0.76,28
0.08,0.77,23
0.08,0.78,16
0.08,0.79,33
0.08,0.8,29
0.08,0.81,20
0.08,0.82,29
0.08,0.83,29
0.08,0.84,19
0.08,0.85,20
0.08,0.86,22
0.08,0.87,19
0.08,0.88,27
0.08,0.89,30
0.08,0.9,28
0.08,0.91,25
0.08,0.92,28
0.08,0.93,20
0.08,0.94,24
0.08,0.95,28
0.08,0.96,27
0.08,0.97,23
0.08,0.98,19
0.08,0.99,22
0.08,1,22
0.08,1.01,22
0.08,1.02,20
0.08,1.03,26
0.08,1.04,25
0.08,1.05,26
0.08,1.06,19
0.08,1.07,23
0.08,1.08,16
0.08,1.09,19
0.08,1.1,18
0.08,1.11,17
0.08,1.12,23
0.08,1.13,27
0.08,1.14,15
0.08,1.15,23
0.08,1.16,11
0.08,1.17,21
0.08,1.18,20
0.08,1.19,20
0.08,1.2,20
0.08,1.21,13
0.08,1.22,15
0.08,1.23,23
0.08,1.24,15
0.08,1.25,26
0.08,1.26,15
0.08,1.27,20
0.08,1.28,17
0.08,1.29,20
0.08,1.3,19
0.08,1.31,17
0.08,1.32,19
0.08,1.33,12
0.08,1.34,16
0.08,1.35,14
0.08,1.36,14
0.08,1.37,9
0.08,1.38,15
0.08,1.39,7
0.08,1.4,9
0.08,1.41,7
0.08,1.42,7
0.08,1.43,12
0.08,1.44,14
0.08,1.45,8
0.08,1.46,6
0.08,1.47,12
0.08,1.48,5
0.08,1.49,8
0.08,1.5,9
0.08,1.51,8
0.08,1.52,11
0.08,1.53,5
0.08,1.54,6
0.08,1.55,6
0.08,1.56,6
0.08,1.57,8
0.08,1.58,2
0.08,1.59,1
0.08,1.6,6
0.08,1.61,1
0.09,0.17,2
0.09,0.18,7
0.09,0.19,8
0.09,0.2,8
0.09,0.21,4
0.09,0.22,11
0.09,0.23,12
0.09,0.24,7
0.09,0.25,11
0.09,0.26,12
0.09,0.27,12
0.09,0.28,10
0.09,0.29,11
0.09,0.3,8
0.09,0.31,10
0.09,0.32,13
0.09,0.33,13
0.09,0.34,15
0.09,0.35,10
0.09,0.36,13
0.09,0.37,13
0.09,0.38,11
0.09,0.39,16
0.09,0.4,8
0.09,0.41,19
0.09,0.42,15
0.09,0.43,14
0.09,0.44,18
0.09,0.45,13
0.09,0.46,16
0.09,0.47,23
0.09,0.48,22
0.09,0.49,17
0.09,0.5,23
0.09,0.51,17
0.09,0.52,25
0.09,0.53,21
0.09,0.54,20
0.09,0.55,25
0.09,0.56,23
0.09,0.57,16
0.09,0.58,27
0.09,0.59,21
0.09,0.6,24
0.09,0.61,28
0.09,0.62,29
0.09,0.63,29
0.09,0.64,30
0.09,0.65,25
0.09,0.66,25
0.09,0.67,22
0.09,0.68,19
0.09,0.69,20
0.09,0.7,19
0.09,0.71,18
0.09,0.72,18
0.09,0.73,23
0.09,0.74,26
0.09,0.75,20
0.09,0.76,21
0.09,0.77,21
0.09,0.78,29
0.09,0.79,26
0.09,0.8,24
0.09,0.81,19
0.09,0.82,25
0.09,0.83,25
0.09,0.84,25
0.09,0.85,27
0.09,0.86,26
0.09,0.87,23
0.09,0.88,29
0.09,0.89,30
0.09,0.9,28
0.09,0.91,19
0.09,0.92,30
0.09,0.93,31
0.09,0.94,22
0.09,0.95,26
0.09,0.96,28
0.09,0.97,18
0.09,0.98,27
0.09,0.99,29
0.09,1,24
0.09,1.01,26
0.09,1.02,21
0.09,1.03,25
0.09,1.04,19
0.09,1.05,18
0.09,1.06,30
0.09,1.07,22
0.09,1.08,19
0.09,1.09,21
0.09,1.1,19
0.09,1.11,23
0.09,1.12,24
0.09,1.13,17
0.09,1.14,21
0.09,1.15,17
0.09,1.16,17
0.09,1.17,23
0.09,1.18,17
0.09,1.19,23
0.09,1.2,18
0.09,1.21,12
0.09,1.22,15
0.09,1.23,19
0.09,1.24,18
0.09,1.25,15
0.09,1.26,15
0.09,1.27,16
0.09,1.28,15
0.09,1.29,10
0.09,1.3,18
0.09,1.31,17
0.09,1.32,20
0.09,1.33,11
0.09,1.34,11
0.09,1.35,8
0.09,1.36,5
0.09,1.37,13
0.09,1.38,14
0.09,1.39,13
0.09,1.4,11
0.09,1.41,9
0.09,1.42,6
0.09,1.43,12
0.09,1.44,8
0.09,1.45,8
0.09,1.46,13
0.09,1.47,8
0.09,1.48,9
0.09,1.49,6
0.09,1.5,10
0.09,1.51,7
0.09,1.52,7
0.09,1.53,7
0.09,1.54,10
0.09,1.55,7
0.09,1.56,7
0.09,1.57,9
0.09,1.58,3
0.09,1.59,2
0.09,1.6,5
0.09,1.61,5
0.1,0.17,5
0.1,0.18,4
0.1,0.19,3
0.1,0.2,8
0.1,0.21,5
0.1,0.22,9
0.1,0.23,9
0.1,0.24,9
0.1,0.25,4
0.1,0.26,12
0.1,0.27,8
0.1,0.28,19
0.1,0.29,8
0.1,0.3,10
0.1,0.31,11
0.1,0.32,9
0.1,0.33,5
0.1,0.34,11
0.1,0.35,12
0.1,0.36,19
0.1,0.37,11
0.1,0.38,14
0.1,0.39,16
0.1,0.4,13
0.1,0.41,15
0.1,0.42,11
0.1,0.43,16
0.1,0.44,14
0.1,0.45,17
0.1,0.46,22
0.1,0.47,12
0.1,0.48,23
0.1,0.49,18
0.1,0.5,13
0.1,0.51,23
0.1,0.52,26
0.1,0.53,19
0.1,0.54,20
0.1,0.55,28
0.1,0.56,25
0.1,0.57,33
0.1,0.58,23
0.1,0.59,23
0.1,0.6,22
0.1,0.61,22
0.1,0.62,30
0.1,0.63,29
0.1,0.64,27
0.1,0.65,24
0.1,0.66,24
0.1,0.67,23
0.1,0.68,36
0.1,0.69,21
0.1,0.7,20
0.1,0.71,23
0.1,0.72,20
0.1,0.73,25
0.1,0.74,20
0.1,0.75,24
0.1,0.76,23
0.1,0.77,27
0.1,0.78,25
0.1,0.79,25
0.1,0.8,28
0.1,0.81,23
0.1,0.82,30
0.1,0.83,28
0.1,0.84,21
0.1,0.85,28
0.1,0.86,23
0.1,0.87,24
0.1,0.88,24
0.1,0.89,23
0.1,0.9,20
0.1,0.91,28
0.1,0.92,15
0.1,0.93,20
0.1,0.94,26
0.1,0.95,25
0.1,0.96,21
0.1,0.97,19
0.1,0.98,26
0.1,0.99,19
0.1,1,31
0.1,1.01,27
0.1,1.02,29
0.1,1.03,23
0.1,1.04,24
0.1,1.05,22
0.1,1.06,16
0.1,1.07,19
0.1,1.08,15
0.1,1.09,11
0.1,1.1,17
0.1,1.11,12
0.1,1.12,24
0.1,1.13,20
0.1,1.14,18
0.1,1.15,23
0.1,1.16,16
0.1,1.17,14
0.1,1.18,21
0.1,1.19,17
0.1,1.2,24
0.1,1.21,21
0.1,1.22,27
0.1,1.23,26
0.1,1.24,17
0.1,1.25,20
0.1,1.26,17
0.1,1.27,14
0.1,1.28,23
0.1,1.29,21
0.1,1.3,14
0.1,1.31,15
0.1,1.32,21
0.1,1.33,18
0.1,1.34,12
0.1,1.35,15
0.1,1.36,9
0.1,1.37,17
0.1,1.38,16
0.1,1.39,16
0.1,1.4,10
0.1,1.41,5
0.1,1.42,13
0.1,1.43,7
0.1,1.44,9
0.1,1.45,10
0.1,1.46,9
0.1,1.47,7
0.1,1.48,8
0.1,1.49,12
0.1,1.5,8
0.1,1.51,9
0.1,1.52,6
0.1,1.53,8
0.1,1.54,7
0.1,1.55,2
0.1,1.56,4
0.1,1.57,2
0.1,1.58,4
0.1,1.59,5
0.1,1.6,1
0.1,1.61,2
0.1,1.62,4
0.11,0.17,4
0.11,0.18,6
0.11,0.19,6
0.11,0.2,8
0.11,0.21,8
0.11,0.22,9
0.11,0.23,5
0.11,0.24,7
0.11,0.25,13
0.11,0.26,10
0.11,0.27,9
0.11,0.28,11
0.11,0.29,14
0.11,0.3,7
0.11,0.31,14
0.11,0.32,17
0.11,0.33,8
0.11,0.34,12
0.11,0.35,9
0.11,0.36,12
0.11,0.37,16
0.11,0.38,10
0.11,0.39,17
0.11,0.4,11
0.11,0.41,13
0.11,0.42,16
0.11,0.43,16
0.11,0.44,13
0.11,0.45,14
0.11,0.46,14
0.11,0.47,15
0.11,0.48,21
0.11,0.49,25
0.11,0.5,20
0.11,0.51,20
0.11,0.52,18
0.11,0.53,22
0.11,0.54,30
0.11,0.55,21
0.11,0.56,16
0.11,0.57,28
0.11,0.58,28
0.11,0.59,19
0.11,0.6,33
0.11,0.61,27
0.11,0.62,26
0.11,0.63,22
0.11,0.64,25
0.11,0.65,21
0.11,0.66,21
0.11,0.67,28
0.11,0.68,16
0.11,0.69,27
0.11,0.7,25
0.11,0.71,25
0.11,0.72,28
0.11,0.73,27
0.11,0.74,24
0.11,0.75,25
0.11,0.76,22
0.11,0.77,31
0.11,0.78,19
0.11,0.79,28
0.11,0.8,21
0.11,0.81,26
0.11,0.82,23
0.11,0.83,27
0.11,0.84,26
0.11,0.85,28
0.11,0.86,23
0.11,0.87,30
0.11,0.88,22
0.11,0.89,33
0.11,0.9,25
0.11,0.91,25
0.11,0.92,19
0.11,0.93,32
0.11,0.94,32
0.11,0.95,18
0.11,0.96,25
0.11,0.97,18
0.11,0.98,18
0.11,0.99,20
0.11,1,19
0.11,1.01,17
0.11,1.02,24
0.11,1.03,21
0.11,1.04,20
0.11,1.05,27
0.11,1.06,19
0.11,1.07,22
0.11,1.08,26
0.11,1.09,19
0.11,1.1,21
0.11,1.11,21
0.11,1.12,14
0.11,1.13,13
0.11,1.14,21
0.11,1.15,17
0.11,1.16,23
0.11,1.17,22
0.11,1.18,19
0.11,1.19,22
0.11,1.2,21
0.11,1.21,22
0.11,1.22,23
0.11,1.23,23
0.11,1.24,22
0.11,1.25,20
0.11,1.26,16
0.11,1.27,20
0.11,1.28,15
0.11,1.29,18
0.11,1.3,20
0.11,1.31,8
0.11,1.32,11
0.11,1.33,14
0.11,1.34,17
0.11,1.35,12
0.11,1.36,13
0.11,1.37,8
0.11,1.38,12
0.11,1.39,12
0.11,1.4,8
0.11,1.41,9
0.11,1.42,7
0.11,1.43,10
0.11,1.44,11
0.11,1.45,10
0.11,1.46,9
0.11,1.47,5
0.11,1.48,8
0.11,1.49,6
0.11,1.5,11
0.11,1.51,2
0.11,1.52,3
0.11,1.53,9
0.11,1.54,12
0.11,1.55,3
0.11,1.56,1
0.11,1.57,5
0.11,1.58,5
0.11,1.59,5
0.11,1.61,1
0.11,1.62,2
0.11,1.63,2
0.12,0.17,1
0.12,0.18,6
0.12,0.19,6
0.12,0.2,10
0.12,0.21,6
0.12,0.22,6
0.12,0.23,9
0.12,0.24,11
0.12,0.25,12
0.12,0.26,15
0.12,0.27,13
0.12,0.28,10
0.12,0.29,4
0.12,0.3,9
0.12,0.31,7
0.12,0.32,18
0.12,0.33,13
0.12,0.34,12
0.12,0.35,12
0.12,0.36,10
0.12,0.37,13
0.12,0.38,16
0.12,0.39,15
0.12,0.4,7
0.12,0.41,14
0.12,0.42,11
0.12,0.43,14
0.12,0.44,20
0.12,0.45,18
0.12,0.46,17
0.12,0.47,19
0.12,0.48,21
0.12,0.49,20
0.12,0.5,25
0.12,0.51,16
0.12,0.52,30
0.12,0.53,20
0.12,0.54,25
0.12,0.55,26
0.12,0.56,23
0.12,0.57,20
0.12,0.58,24
0.12,0.59,21
0.12,0.6,28
0.12,0.61,23
0.12,0.62,17
0.12,0.63,20
0.12,0.64,27
0.12,0.65,23
0.12,0.66,33
0.12,0.67,23
0.12,0.68,19
0.12,0.69,22
0.12,0.7,19
0.12,0.71,20
0.12,0.72,18
0.12,0.73,22
0.12,0.74,27
0.12,0.75,24
0.12,0.76,20
0.12,0.77,21
0.12,0.78,26
0.12,0.79,24
0.12,0.8,14
0.12,0.81,19
0.12,0.82,25
0.12,0.83,25
0.12,0.84,25
0.12,0.85,21
0.12,0.86,19
0.12,0.87,32
0.12,0.88,25
0.12,0.89,28
0.12,0.9,26
0.12,0.91,21
0.12,0.92,22
0.12,0.93,16
0.12,0.94,15
0.12,0.95,20
0.12,0.96,27
0.12,0.97,20
0.12,0.98,21
0.12,0.99,22
0.12,1,16
0.12,1.01,22
0.12,1.02,19
0.12,1.03,17
0.12,1.04,16
0.12,1.05,22
0.12,1.06,19
0.12,1.07,18
0.12,1.08,17
0.12,1.09,19
0.12,1.1,16
0.12,1.11,11
0.12,1.12,16
0.12,1.13,21
0.12,1.14,18
0.12,1.15,18
0.12,1.16,23
0.12,1.17,18
0.12,1.18,15
0.12,1.19,21
0.12,1.2,19
0.12,1.21,24
0.12,1.22,22
0.12,1.23,22
0.12,1.24,23
0.12,1.25,13
0.12,1.26,15
0.12,1.27,19
0.12,1.28,16
0.12,1.29,15
0.12,1.3,17
0.12,1.31,16
0.12,1.32,9
0.12,1.33,14
0.12,1.34,11
0.12,1.35,12
0.12,1.36,13
0.12,1.37,12
0.12,1.38,11
0.12,1.39,14
0.12,1.4,12
0.12,1.41,12
0.12,1.42,10
0.12,1.43,4
0.12,1.44,7
0.12,1.45,12
0.12,1.46,11
0.12,1.47,8
0.12,1.48,10
0.12,1.49,4
0.12,1.5,8
0.12,1.51,5
0.12,1.52,8
0.12,1.53,4
0.12,1.54,9
0.12,1.55,5
0.12,1.56,3
0.12,1.57,3
0.12,1.59,8
0.12,1.6,4
0.12,1.61,3
0.12,1.62,2
0.12,1.63,2
0.13,0.17,2
0.13,0.18,3
0.13,0.19,9
0.13,0.2,8
0.13,0.21,9
0.13,0.22,9
0.13,0.23,13
0.13,0.24,10
0.13,0.25,8
0.13,0.26,10
0.13,0.27,10
0.13,0.28,11
0.13,0.29,11
0.13,0.3,13
0.13,0.31,8
0.13,0.32,11
0.13,0.33,14
0.13,0.34,8
0.13,0.35,10
0.13,0.36,19
0.13,0.37,13
0.13,0.38,8
0.13,0.39,13
0.13,0.4,8
0.13,0.41,13
0.13,0.42,15
0.13,0.43,16
0.13,0.44,13
0.13,0.45,21
0.13,0.46,21
0.13,0.47,12
0.13,0.48,16
0.13,0.49,16
0.13,0.5,16
0.13,0.51,18
0.13,0.52,22
0.13,0.53,26
0.13,0.54,20
0.13,0.55,18
0.13,0.56,21
0.13,0.57,22
0.13,0.58,23
0.13,0.59,23
0.13,0.6,20
0.13,0.61,25
0.13,0.62,18
0.13,0.63,16
0.13,0.64,25
0.13,0.65,29
0.13,0.66,28
0.13,0.67,24
0.13,0.68,20
0.13,0.69,20
0.13,0.7,22
0.13,0.71,31
0.13,0.72,20
0.13,0.73,22
0.13,0.74,24
0.13,0.75,15
0.13,0.76,19
0.13,0.77,21
0.13,0.78,20
0.13,0.79,25
0.13,0.8,24
0.13,0.81,26
0.13,0.82,16
0.13,0.83,27
0.13,0.84,22
0.13,0.85,26
0.13,0.86,22
0.13,0.87,26
0.13,0.88,30
0.13,0.89,26
0.13,0.9,35
0.13,0.91,23
0.13,0.92,17
0.13,0.93,28
0.13,0.94,23
0.13,0.95,27
0.13,0.96,22
0.13,0.97,31
0.13,0.98,24
0.13,0.99,24
0.13,1,8
0.13,1.01,18
0.13,1.02,25
0.13,1.03,24
0.13,1.04,15
0.13,1.05,19
0.13,1.06,19
0.13,1.07,17
0.13,1.08,16
0.13,1.09,16
0.13,1.1,22
0.13,1.11,9
0.13,1.12,13
0.13,1.13,20
0.13,1.14,19
0.13,1.15,26
0.13,1.16,17
0.13,1.17,17
0.13,1.18,15
0.13,1.19,23
0.13,1.2,23
0.13,1.21,17
0.13,1.22,14
0.13,1.23,16
0.13,1.24,22
0.13,1.25,12
0.13,1.26,17
0.13,1.27,15
0.13,1.28,17
0.13,1.29,13
0.13,1.3,15
0.13,1.31,11
0.13,1.32,11
0.13,1.33,15
0.13,1.34,15
0.13,1.35,11
0.13,1.36,14
0.13,1.37,12
0.13,1.38,4
0.13,1.39,17
0.13,1.4,7
0.13,1.41,7
0.13,1.42,7
0.13,1.43,8
0.13,1.44,6
0.13,1.45,9
0.13,1.46,9
0.13,1.47,4
0.13,1.48,7
0.13,1.49,6
0.13,1.5,7
0.13,1.51,8
0.13,1.52,5
0.13,1.53,7
0.13,1.54,2
0.13,1.55,2
0.13,1.56,4
0.13,1.57,6
0.13,1.58,2
0.13,1.59,2
0.13,1.6,6
0.13,1.62,1
0.14,0.17,1
0.14,0.18,2
0.14,0.19,4
0.14,0.2,6
0.14,0.21,11
0.14,0.22,8
0.14,0.23,8
0.14,0.24,10
0.14,0.25,2
0.14,0.26,15
0.14,0.27,6
0.14,0.28,12
0.14,0.29,16
0.14,0.3,11
0.14,0.31,13
0.14,0.32,12
0.14,0.33,10
0.14,0.34,15
0.14,0.35,10
0.14,0.36,9
0.14,0.37,10
0.14,0.38,12
0.14,0.39,17
0.14,0.4,17
0.14,0.41,14
0.14,0.42,11
0.14,0.43,18
0.14,0.44,16
0.14,0.45,11
0.14,0.46,15
0.14,0.47,15
0.14,0.48,21
0.14,0.49,17
0.14,0.5,21
0.14,0.51,18
0.14,0.52,15
0.14,0.53,19
0.14,0.54,19
0.14,0.55,24
0.14,0.56,20
0.14,0.57,26
0.14,0.58,21
0.14,0.59,23
0.14,0.6,27
0.14,0.61,20
0.14,0.62,28
0.14,0.63,30
0.14,0.64,20
0.14,0.65,30
0.14,0.66,22
0.14,0.67,22
0.14,0.68,22
0.14,0.69,19
0.14,0.7,25
0.14,0.71,23
0.14,0.72,13
0.14,0.73,19
0.14,0.74,24
0.14,0.75,20
0.14,0.76,19
0.14,0.77,15
0.14,0.78,25
0.14,0.79,21
0.14,0.8,18
0.14,0.81,18
0.14,0.82,21
0.14,0.83,24
0.14,0.84,23
0.14,0.85,20
0.14,0.86,21
0.14,0.87,27
0.14,0.88,22
0.14,0.89,23
0.14,0.9,18
0.14,0.91,20
0.14,0.92,25
0.14,0.93,23
0.14,0.94,19
0.14,0.95,28
0.14,0.96,29
0.14,0.97,18
0.14,0.98,17
0.14,0.99,28
0.14,1,23
0.14,1.01,22
0.14,1.02,15
0.14,1.03,20
0.14,1.04,17
0.14,1.05,14
0.14,1.06,15
0.14,1.07,19
0.14,1.08,19
0.14,1.09,12
0.14,1.1,18
0.14,1.11,20
0.14,1.12,17
0.14,1.13,26
0.14,1.14,24
0.14,1.15,17
0.14,1.16,19
0.14,1.17,19
0.14,1.18,22
0.14,1.19,20
0.14,1.2,24
0.14,1.21,14
0.14,1.22,23
0.14,1.23,11
0.14,1.24,22
0.14,1.25,12
0.14,1.26,18
0.14,1.27,14
0.14,1.28,14
0.14,1.29,12
0.14,1.3,15
0.14,1.31,15
0.14,1.32,11
0.14,1.33,10
0.14,1.34,17
0.14,1.35,9
0.14,1.36,16
0.14,1.37,11
0.14,1.38,12
0.14,1.39,18
0.14,1.4,15
0.14,1.41,8
0.14,1.42,7
0.14,1.43,9
0.14,1.44,4
0.14,1.45,10
0.14,1.46,9
0.14,1.47,5
0.14,1.48,6
0.14,1.49,8
0.14,1.5,6
0.14,1.51,7
0.14,1.52,3
0.14,1.53,5
0.14,1.54,3
0.14,1.55,7
0.14,1.56,4
0.14,1.57,4
0.14,1.58,4
0.14,1.59,3
0.14,1.6,3
0.14,1.61,5
0.14,1.62,1
0.15,0.18,2
0.15,0.19,4
0.15,0.2,6
0.15,0.21,5
0.15,0.22,9
0.15,0.23,10
0.15,0.24,13
0.15,0.25,7
0.15,0.26,9
0.15,0.27,10
0.15,0.28,10
0.15,0.29,9
0.15,0.3,4
0.15,0.31,12
0.15,0.32,8
0.15,0.33,13
0.15,0.34,10
0.15,0.35,9
0.15,0.36,10
0.15,0.37,15
0.15,0.38,11
0.15,0.39,11
0.15,0.4,12
0.15,0.41,15
0.15,0.42,17
0.15,0.43,22
0.15,0.44,24
0.15,0.45,17
0.15,0.46,16
0.15,0.47,16
0.15,0.48,17
0.15,0.49,23
0.15,0.5,16
0.15,0.51,20
0.15,0.52,17
0.15,0.53,16
0.15,0.54,21
0.15,0.55,16
0.15,0.56,25
0.15,0.57,25
0.15,0.58,20
0.15,0.59,17
0.15,0.6,28
0.15,0.61,20
0.15,0.62,28
0.15,0.63,19
0.15,0.64,19
0.15,0.65,24
0.15,0.66,22
0.15,0.67,26
0.15,0.68,20
0.15,0.69,23
0.15,0.7,18
0.15,0.71,18
0.15,0.72,19
0.15,0.73,27
0.15,0.74,25
0.15,0.75,19
0.15,0.76,24
0.15,0.77,17
0.15,0.78,28
0.15,0.79,21
0.15,0.8,14
0.15,0.81,24
0.15,0.82,22
0.15,0.83,21
0.15,0.84,25
0.15,0.85,25
0.15,0.86,21
0.15,0.87,23
0.15,0.88,16
0.15,0.89,24
0.15,0.9,23
0.15,0.91,19
0.15,0.92,15
0.15,0.93,21
0.15,0.94,21
0.15,0.95,28
0.15,0.96,16
0.15,0.97,30
0.15,0.98,15
0.15,0.99,14
0.15,1,22
0.15,1.01,19
0.15,1.02,19
0.15,1.03,24
0.15,1.04,27
0.15,1.05,21
0.15,1.06,21
0.15,1.07,18
0.15,1.08,15
0.15,1.09,20
0.15,1.1,17
0.15,1.11,21
0.15,1.12,13
0.15,1.13,21
0.15,1.14,17
0.15,1.15,19
0.15,1.16,21
0.15,1.17,21
0.15,1.18,20
0.15,1.19,14
0.15,1.2,18
0.15,1.21,19
0.15,1.22,24
0.15,1.23,11
0.15,1.24,22
0.15,1.25,21
0.15,1.26,17
0.15,1.27,20
0.15,1.28,16
0.15,1.29,14
0.15,1.3,16
0.15,1.31,16
0.15,1.32,14
0.15,1.33,12
0.15,1.34,9
0.15,1.35,15
0.15,1.36,15
0.15,1.37,9
0.15,1.38,11
0.15,1.39,6
0.15,1.4,11
0.15,1.41,10
0.15,1.42,7
0.15,1.43,15
0.15,1.44,7
0.15,1.45,7
0.15,1.46,9
0.15,1.47,10
0.15,1.48,7
0.15,1.49,3
0.15,1.5,6
0.15,1.51,10
0.15,1.52,6
0.15,1.53,6
0.15,1.54,11
0.15,1.55,2
0.15,1.56,6
0.15,1.57,5
0.15,1.58,2
0.15,1.59,5
0.15,1.6,3
0.15,1.61,3
0.15,1.62,4
0.16,0.18,2
0.16,0.2,4
0.16,0.21,9
0.16,0.22,3
0.16,0.23,7
0.16,0.24,8
0.16,0.25,7
0.16,0.26,7
0.16,0.27,6
0.16,0.28,13
0.16,0.29,11
0.16,0.3,9
0.16,0.31,11
0.16,0.32,11
0.16,0.33,7
0.16,0.34,13
0.16,0.35,15
0.16,0.36,13
0.16,0.37,17
0.16,0.38,16
0.16,0.39,12
0.16,0.4,15
0.16,0.41,8
0.16,0.42,13
