x_m,y_m,z_m,psi_rad,gamma_n,mode_id,hit_count
-0.88,-0.82,0.16,3.14159,152.608,1,2
-0.88,-0.81,0.16,-3.14159,151.653,1,2
-0.88,-0.8,0.16,-3.14159,150.707,1,2
-0.88,-0.79,0.16,3.14159,149.771,1,2
-0.88,-0.78,0.16,-3.14159,148.846,1,4
-0.88,-0.77,0.16,-3.14159,147.027,1,2
-0.88,-0.76,0.16,-3.14159,146.135,1,2
-0.88,-0.75,0.16,-3.14159,145.254,1,2
-0.88,-0.74,0.16,-3.14159,144.387,1,2
-0.88,-0.73,0.16,3.14159,143.532,1,2
-0.88,-0.72,0.16,3.14159,142.69,1,4
-0.88,-0.71,0.16,3.14159,141.046,1,2
-0.88,-0.7,0.16,3.14159,140.244,1,2
-0.88,-0.69,0.16,3.14159,139.456,1,2
-0.88,-0.68,0.16,3.14159,138.682,1,2
-0.88,-0.67,0.16,-3.14159,137.921,1,2
-0.88,-0.66,0.16,-3.14159,137.175,1,4
-0.88,-0.65,0.16,3.14159,135.724,1,2
-0.88,-0.64,0.16,-3.14159,135.019,1,2
-0.88,-0.63,0.16,-3.14159,134.328,1,2
-0.88,-0.62,0.16,3.14159,133.651,1,2
-0.88,-0.61,0.16,-3.14159,132.988,1,4
-0.88,-0.6,0.16,3.14159,131.703,1,2
-0.88,-0.59,0.16,3.14159,131.081,1,2
-0.88,-0.58,0.16,3.14159,130.473,1,2
-0.88,-0.57,0.16,-3.14159,129.878,1,2
-0.88,-0.56,0.16,-3.14159,129.296,1,2
-0.88,-0.55,0.16,3.14159,128.728,1,4
-0.88,-0.54,0.16,3.14159,127.631,1,2
-0.88,-0.53,0.16,3.14159,127.103,1,2
-0.88,-0.52,0.16,3.14159,126.587,1,2
-0.88,-0.51,0.16,3.14159,126.083,1,2
-0.88,-0.5,0.16,3.14159,125.593,1,2
-0.88,-0.49,0.16,3.14159,125.115,1,4
-0.88,-0.48,0.16,3.14159,124.197,1,2
-0.88,-0.47,0.16,3.14159,123.756,1,2
-0.88,-0.46,0.16,3.14159,123.327,1,2
-0.88,-0.45,0.16,-3.14159,122.91,1,2
-0.88,-0.44,0.16,-3.14159,122.506,1,4
-0.88,-0.43,0.16,-3.14159,121.731,1,2
-0.88,-0.42,0.16,-3.14159,121.362,1,2
-0.88,-0.41,0.16,-3.14159,121.003,1,2
-0.88,-0.4,0.16,-3.14159,120.657,1,2
-0.88,-0.39,0.16,-3.14159,120.321,1,2
-0.88,-0.38,0.16,-3.14159,119.997,1,4
-0.88,-0.37,0.16,-3.14159,119.382,1,2
-0.88,-0.36,0.16,-3.14159,119.091,1,2
-0.88,-0.35,0.16,-3.14159,118.811,1,2
-0.88,-0.34,0.16,3.14159,118.541,1,2
-0.88,-0.33,0.16,3.14159,118.283,1,2
-0.88,-0.32,0.16,3.14159,118.035,1,4
-0.88,-0.31,0.16,-3.14159,117.571,1,2
-0.88,-0.3,0.16,3.14159,117.354,1,2
-0.88,-0.29,0.16,3.14159,117.148,1,2
-0.88,-0.28,0.16,-3.14159,116.953,1,2
-0.88,-0.27,0.16,-3.14159,116.767,1,4
-0.88,-0.26,0.16,-3.14159,116.427,1,2
-0.88,-0.25,0.16,-3.14159,116.273,1,2
-0.88,-0.24,0.16,-3.14159,116.128,1,2
-0.88,-0.23,0.16,-3.14159,115.994,1,2
-0.88,-0.22,0.16,3.14159,115.869,1,2
-0.88,-0.21,0.16,-3.14159,115.755,1,4
-0.88,-0.2,0.16,3.14159,115.556,1,2
-0.88,-0.19,0.16,3.14159,115.471,1,2
-0.88,-0.18,0.16,3.14159,115.397,1,2
-0.88,-0.17,0.16,3.14159,115.333,1,2
-0.88,-0.16,0.16,-3.14159,115.278,1,2
-0.88,-0.15,0.16,-3.14159,115.233,1,4
-0.88,-0.14,0.16,-3.14159,115.174,1,2
-0.88,-0.13,0.16,-3.14159,115.159,1,2
-0.88,-0.12,0.16,-3.14159,115.155,1,2
-0.88,-0.11,0.16,-3.14159,115.16,1,2
-0.88,-0.1,0.16,-3.14159,115.201,1,4
-0.88,-0.09,0.16,-3.14159,115.236,1,2
-0.88,-0.08,0.16,-3.14159,115.282,1,2
-0.88,-0.07,0.16,-3.14159,115.338,1,2
-0.88,-0.06,0.16,3.14159,115.404,1,2
-0.88,-0.05,0.16,3.14159,115.481,1,2
-0.88,-0.04,0.16,3.14159,115.664,1,4
-0.88,-0.03,0.16,3.14159,115.772,1,2
-0.88,-0.02,0.16,3.14159,115.89,1,2
-0.88,-0.01,0.16,3.14159,116.019,1,2
-0.88,0,0.16,3.14159,115.89,1,2
-0.88,0.01,0.16,3.14159,115.772,1,2
-0.88,0.02,0.16,3.14159,115.664,1,4
-0.88,0.03,0.16,3.14159,115.481,1,2
-0.88,0.04,0.16,3.14159,115.404,1,2
-0.88,0.05,0.16,3.14159,115.338,1,2
-0.88,0.06,0.16,3.14159,115.282,1,2
-0.88,0.07,0.16,3.14159,115.236,1,4
-0.88,0.08,0.16,3.14159,115.175,1,2
-0.88,0.09,0.16,3.14159,115.16,1,2
-0.88,0.1,0.16,3.14159,115.155,1,2
-0.88,0.11,0.16,3.14159,115.159,1,2
-0.88,0.12,0.16,3.14159,115.174,1,2
-0.88,0.13,0.16,3.14159,115.233,1,4
-0.88,0.14,0.16,3.14159,115.278,1,2
-0.88,0.15,0.16,-3.14159,115.333,1,2
-0.88,0.16,0.16,3.14159,115.397,1,2
-0.88,0.17,0.16,-3.14159,115.471,1,2
-0.88,0.18,0.16,-3.14159,115.556,1,2
-0.88,0.19,0.16,3.14159,115.755,1,4
-0.88,0.2,0.16,-3.14159,115.869,1,2
-0.88,0.21,0.16,3.14159,115.993,1,2
-0.88,0.22,0.16,3.14159,116.128,1,2
-0.88,0.23,0.16,3.14159,116.273,1,2
-0.88,0.24,0.16,3.14159,116.592,1,4
-0.88,0.25,0.16,3.14159,116.767,1,2
-0.88,0.26,0.16,3.14159,116.953,1,2
-0.88,0.27,0.16,3.14159,117.148,1,2
-0.88,0.28,0.16,-3.14159,117.354,1,2
-0.88,0.29,0.16,-3.14159,117.57,1,2
-0.88,0.3,0.16,-3.14159,118.035,1,4
-0.88,0.31,0.16,-3.14159,118.283,1,2
-0.88,0.32,0.16,3.14159,118.541,1,2
-0.88,0.33,0.16,-3.14159,118.811,1,2
-0.88,0.34,0.16,-3.14159,119.091,1,2
-0.88,0.35,0.16,3.14159,119.382,1,2
-0.88,0.36,0.16,-3.14159,119.997,1,4
-0.88,0.37,0.16,-3.14159,120.321,1,2
-0.88,0.38,0.16,-3.14159,120.657,1,2
-0.88,0.39,0.16,3.14159,121.003,1,2
-0.88,0.4,0.16,-3.14159,121.362,1,2
-0.88,0.41,0.16,3.14159,122.112,1,4
-0.88,0.42,0.16,3.14159,122.505,1,2
-0.88,0.43,0.16,3.14159,122.91,1,2
-0.88,0.44,0.16,3.14159,123.327,1,2
-0.88,0.45,0.16,-3.14159,123.756,1,2
-0.88,0.46,0.16,3.14159,124.197,1,2
-0.88,0.47,0.16,3.14159,125.115,1,4
-0.88,0.48,0.16,3.14159,125.593,1,2
-0.88,0.49,0.16,-3.14159,126.084,1,2
-0.88,0.5,0.16,-3.14159,126.587,1,2
-0.88,0.51,0.16,3.14159,127.103,1,2
-0.88,0.52,0.16,-3.14159,127.632,1,2
-0.88,0.53,0.16,3.14159,128.728,1,4
-0.88,0.54,0.16,3.14159,129.296,1,2
-0.88,0.55,0.16,-3.14159,129.878,1,2
-0.88,0.56,0.16,-3.14159,130.473,1,2
-0.88,0.57,0.16,3.14159,131.081,1,2
-0.88,0.58,0.16,-3.14159,132.339,1,4
-0.88,0.59,0.16,-3.14159,132.988,1,2
-0.88,0.6,0.16,3.14159,133.651,1,2
-0.88,0.61,0.16,-3.14159,134.328,1,2
-0.88,0.62,0.16,3.14159,135.019,1,2
-0.88,0.63,0.16,-3.14159,135.724,1,2
-0.88,0.64,0.16,3.14159,137.175,1,4
-0.88,0.65,0.16,3.14159,137.921,1,2
-0.88,0.66,0.16,3.14159,138.682,1,2
-0.88,0.67,0.16,3.14159,139.456,1,2
-0.88,0.68,0.16,3.14159,140.244,1,2
-0.88,0.69,0.16,3.14159,141.046,1,2
-0.88,0.7,0.16,3.14159,142.69,1,4
-0.88,0.71,0.16,3.14159,143.532,1,2
-0.88,0.72,0.16,-3.14159,144.387,1,2
-0.88,0.73,0.16,-3.14159,145.254,1,2
-0.88,0.74,0.16,-3.14159,146.134,1,2
-0.88,0.75,0.16,3.14159,147.93,1,4
-0.88,0.76,0.16,3.14159,148.845,1,2
-0.88,0.77,0.16,-3.14159,149.771,1,2
-0.88,0.78,0.16,-3.14159,150.708,1,2
-0.88,0.79,0.16,-3.14159,151.653,1,2
-0.88,0.8,0.16,3.14159,152.608,1,2
-0.88,0.81,0.16,-3.14159,154.54,1,4
-0.88,0.82,0.16,3.14159,153.132,1,2
-0.88,0.83,0.16,-3.14159,151.653,1,2
-0.88,0.84,0.16,3.14159,150.098,1,2
-0.87,-0.86,0.16,-3.14159,149.028,1,2
-0.87,-0.85,0.16,-3.14159,150.617,1,2
-0.87,-0.84,0.16,3.14159,152.129,1,2
-0.87,-0.83,0.16,-3.14159,154.943,1,4
-0.87,-0.82,0.16,-3.14159,154.012,1,2
-0.87,-0.81,0.16,-3.14159,153.089,1,2
-0.87,-0.8,0.16,3.14159,152.173,1,2
-0.87,-0.79,0.16,3.14159,151.265,1,2
-0.87,-0.78,0.16,-3.14159,150.367,1,4
-0.87,-0.77,0.16,3.14159,148.599,1,2
-0.87,-0.76,0.16,3.14159,147.731,1,2
-0.87,-0.75,0.16,-3.14159,146.875,1,2
-0.87,-0.74,0.16,-3.14159,146.029,1,2
-0.87,-0.73,0.16,-3.14159,145.196,1,2
-0.87,-0.72,0.16,3.14159,144.375,1,4
-0.87,-0.71,0.16,-3.14159,142.769,1,2
-0.87,-0.7,0.16,-3.14159,141.986,1,2
-0.87,-0.69,0.16,-3.14159,141.215,1,2
-0.87,-0.68,0.16,3.14159,140.457,1,2
-0.87,-0.67,0.16,3.14159,139.713,1,2
-0.87,-0.66,0.16,3.14159,138.982,1,4
-0.87,-0.65,0.16,3.14159,137.559,1,2
-0.87,-0.64,0.16,-3.14159,136.868,1,2
-0.87,-0.63,0.16,3.14159,136.19,1,2
-0.87,-0.62,0.16,-3.14159,135.525,1,2
-0.87,-0.61,0.16,-3.14159,134.874,1,4
-0.87,-0.6,0.16,-3.14159,133.611,1,2
-0.87,-0.59,0.16,3.14159,133,1,2
-0.87,-0.58,0.16,-3.14159,132.402,1,2
-0.87,-0.57,0.16,3.14159,131.816,1,2
-0.87,-0.56,0.16,3.14159,131.244,1,2
-0.87,-0.55,0.16,3.14159,130.685,1,4
-0.87,-0.54,0.16,3.14159,129.605,1,2
-0.87,-0.53,0.16,3.14159,129.084,1,2
-0.87,-0.52,0.16,3.14159,128.576,1,2
-0.87,-0.51,0.16,3.14159,128.08,1,2
-0.87,-0.5,0.16,3.14159,127.597,1,2
-0.87,-0.49,0.16,3.14159,127.126,1,4
-0.87,-0.48,0.16,3.14159,126.221,1,2
-0.87,-0.47,0.16,3.14159,125.786,1,2
-0.87,-0.46,0.16,3.14159,125.364,1,2
-0.87,-0.45,0.16,3.14159,124.953,1,2
-0.87,-0.44,0.16,3.14159,124.554,1,4
-0.87,-0.43,0.16,3.14159,123.791,1,2
-0.87,-0.42,0.16,-3.14159,123.427,1,2
-0.87,-0.41,0.16,-3.14159,123.074,1,2
-0.87,-0.4,0.16,-3.14159,122.733,1,2
-0.87,-0.39,0.16,-3.14159,122.402,1,2
-0.87,-0.38,0.16,-3.14159,122.083,1,4
-0.87,-0.37,0.16,-3.14159,121.478,1,2
-0.87,-0.36,0.16,-3.14159,121.191,1,2
-0.87,-0.35,0.16,-3.14159,120.916,1,2
-0.87,-0.34,0.16,-3.14159,120.651,1,2
-0.87,-0.33,0.16,-3.14159,120.397,1,2
-0.87,-0.32,0.16,-3.14159,120.154,1,4
-0.87,-0.31,0.16,3.14159,119.698,1,2
-0.87,-0.3,0.16,3.14159,119.487,1,2
-0.87,-0.29,0.16,3.14159,119.285,1,2
-0.87,-0.28,0.16,3.14159,119.094,1,2
-0.87,-0.27,0.16,3.14159,118.913,1,4
-0.87,-0.26,0.16,3.14159,118.582,1,2
-0.87,-0.25,0.16,3.14159,118.432,1,2
-0.87,-0.24,0.16,3.14159,118.292,1,2
-0.87,-0.23,0.16,3.14159,118.162,1,2
-0.87,-0.22,0.16,3.14159,118.042,1,2
-0.87,-0.21,0.16,3.14159,117.932,1,4
-0.87,-0.2,0.16,3.14159,117.742,1,2
-0.87,-0.19,0.16,3.14159,117.663,1,2
-0.87,-0.18,0.16,3.14159,117.593,1,2
-0.87,-0.17,0.16,3.14159,117.533,1,2
-0.87,-0.16,0.16,3.14159,117.484,1,2
-0.87,-0.15,0.16,3.14159,117.444,1,4
-0.87,-0.14,0.16,3.14159,117.395,1,2
-0.87,-0.13,0.16,-3.14159,117.385,1,2
-0.87,-0.12,0.16,3.14159,117.386,1,2
-0.87,-0.11,0.16,3.14159,117.396,1,2
-0.87,-0.1,0.16,3.14159,117.448,1,4
-0.87,-0.09,0.16,3.14159,117.489,1,2
-0.87,-0.08,0.16,3.14159,117.541,1,2
-0.87,-0.07,0.16,3.14159,117.602,1,2
-0.87,-0.06,0.16,3.14159,117.674,1,2
-0.87,-0.05,0.16,3.14159,117.757,1,2
-0.87,-0.04,0.16,3.14159,117.953,1,4
-0.87,-0.03,0.16,3.14159,118.067,1,2
-0.87,-0.02,0.16,3.14159,118.191,1,2
-0.87,-0.01,0.16,-3.14159,118.326,1,2
-0.87,0,0.16,-3.14159,118.191,1,2
-0.87,0.01,0.16,-3.14159,118.067,1,2
-0.87,0.02,0.16,-3.14159,117.953,1,4
-0.87,0.03,0.16,-3.14159,117.757,1,2
-0.87,0.04,0.16,-3.14159,117.674,1,2
-0.87,0.05,0.16,-3.14159,117.602,1,2
-0.87,0.06,0.16,-3.14159,117.541,1,2
-0.87,0.07,0.16,-3.14159,117.489,1,4
-0.87,0.08,0.16,-3.14159,117.417,1,2
-0.87,0.09,0.16,-3.14159,117.396,1,2
-0.87,0.1,0.16,-3.14159,117.386,1,2
-0.87,0.11,0.16,-3.14159,117.385,1,2
-0.87,0.12,0.16,3.14159,117.395,1,2
-0.87,0.13,0.16,-3.14159,117.444,1,4
-0.87,0.14,0.16,3.14159,117.484,1,2
-0.87,0.15,0.16,3.14159,117.533,1,2
-0.87,0.16,0.16,-3.14159,117.593,1,2
-0.87,0.17,0.16,-3.14159,117.663,1,2
-0.87,0.18,0.16,-3.14159,117.742,1,2
-0.87,0.19,0.16,-3.14159,117.932,1,4
-0.87,0.2,0.16,-3.14159,118.042,1,2
-0.87,0.21,0.16,-3.14159,118.162,1,2
-0.87,0.22,0.16,-3.14159,118.292,1,2
-0.87,0.23,0.16,-3.14159,118.432,1,2
-0.87,0.24,0.16,-3.14159,118.742,1,4
-0.87,0.25,0.16,3.14159,118.913,1,2
-0.87,0.26,0.16,3.14159,119.094,1,2
-0.87,0.27,0.16,3.14159,119.285,1,2
-0.87,0.28,0.16,3.14159,119.486,1,2
-0.87,0.29,0.16,3.14159,119.698,1,2
-0.87,0.3,0.16,3.14159,120.154,1,4
-0.87,0.31,0.16,3.14159,120.397,1,2
-0.87,0.32,0.16,3.14159,120.651,1,2
-0.87,0.33,0.16,3.14159,120.916,1,2
-0.87,0.34,0.16,-3.14159,121.191,1,2
-0.87,0.35,0.16,3.14159,121.477,1,2
-0.87,0.36,0.16,3.14159,122.083,1,4
-0.87,0.37,0.16,-3.14159,122.402,1,2
-0.87,0.38,0.16,-3.14159,122.732,1,2
-0.87,0.39,0.16,-3.14159,123.074,1,2
-0.87,0.4,0.16,-3.14159,123.427,1,2
-0.87,0.41,0.16,3.14159,124.167,1,4
-0.87,0.42,0.16,3.14159,124.554,1,2
-0.87,0.43,0.16,3.14159,124.953,1,2
-0.87,0.44,0.16,-3.14159,125.364,1,2
-0.87,0.45,0.16,-3.14159,125.787,1,2
-0.87,0.46,0.16,-3.14159,126.221,1,2
-0.87,0.47,0.16,-3.14159,127.126,1,4
-0.87,0.48,0.16,-3.14159,127.597,1,2
-0.87,0.49,0.16,-3.14159,128.081,1,2
-0.87,0.5,0.16,3.14159,128.576,1,2
-0.87,0.51,0.16,3.14159,129.084,1,2
-0.87,0.52,0.16,3.14159,129.605,1,2
-0.87,0.53,0.16,3.14159,130.685,1,4
-0.87,0.54,0.16,3.14159,131.244,1,2
-0.87,0.55,0.16,-3.14159,131.817,1,2
-0.87,0.56,0.16,3.14159,132.402,1,2
-0.87,0.57,0.16,-3.14159,133,1,2
-0.87,0.58,0.16,3.14159,134.236,1,4
-0.87,0.59,0.16,3.14159,134.874,1,2
-0.87,0.6,0.16,3.14159,135.525,1,2
-0.87,0.61,0.16,3.14159,136.19,1,2
-0.87,0.62,0.16,3.14159,136.868,1,2
-0.87,0.63,0.16,-3.14159,137.559,1,2
-0.87,0.64,0.16,3.14159,138.982,1,4
-0.87,0.65,0.16,3.14159,139.713,1,2
-0.87,0.66,0.16,-3.14159,140.457,1,2
-0.87,0.67,0.16,3.14159,141.215,1,2
-0.87,0.68,0.16,3.14159,141.986,1,2
-0.87,0.69,0.16,3.14159,142.769,1,2
-0.87,0.7,0.16,-3.14159,144.375,1,4
-0.87,0.71,0.16,3.14159,145.196,1,2
-0.87,0.72,0.16,3.14159,146.029,1,2
-0.87,0.73,0.16,3.14159,146.875,1,2
-0.87,0.74,0.16,3.14159,147.731,1,2
-0.87,0.75,0.16,-3.14159,149.478,1,4
-0.87,0.76,0.16,-3.14159,150.367,1,2
-0.87,0.77,0.16,-3.14159,151.265,1,2
-0.87,0.78,0.16,3.14159,152.173,1,2
-0.87,0.79,0.16,3.14159,153.089,1,2
-0.87,0.8,0.16,3.14159,154.012,1,2
-0.87,0.81,0.16,-3.14159,154.943,1,4
-0.87,0.82,0.16,-3.14159,152.129,1,2
-0.87,0.83,0.16,-3.14159,150.616,1,2
-0.87,0.84,0.16,3.14159,149.028,1,2
-0.86,-0.86,0.16,-3.14159,147.969,1,4
-0.86,-0.85,0.16,3.14159,149.589,1,4
-0.86,-0.84,0.16,-3.14159,151.135,1,4
-0.86,-0.83,0.16,3.14159,154.012,1,8
-0.86,-0.82,0.16,-3.14159,155.352,1,4
-0.86,-0.81,0.16,-3.14159,155.768,1,4
-0.86,-0.8,0.16,-3.14159,154.911,1,4
-0.86,-0.79,0.16,3.14159,154.06,1,4
-0.86,-0.78,0.16,-3.14159,153.217,1,8
-0.86,-0.77,0.16,3.14159,151.553,1,4
-0.86,-0.76,0.16,-3.14159,150.734,1,4
-0.86,-0.75,0.16,3.14159,149.924,1,4
-0.86,-0.74,0.16,3.14159,149.125,1,4
-0.86,-0.73,0.16,-3.14159,148.335,1,4
-0.86,-0.72,0.16,3.14159,147.556,1,8
-0.86,-0.71,0.16,3.14159,146.03,1,4
-0.86,-0.7,0.16,3.14159,145.283,1,4
-0.86,-0.69,0.16,-3.14159,144.549,1,4
-0.86,-0.68,0.16,-3.14159,143.826,1,4
-0.86,-0.67,0.16,-3.14159,143.114,1,4
-0.86,-0.66,0.16,-3.14159,142.415,1,8
-0.86,-0.65,0.16,-3.14159,141.052,1,4
-0.86,-0.64,0.16,3.14159,140.389,1,4
-0.86,-0.63,0.16,3.14159,139.739,1,4
-0.86,-0.62,0.16,3.14159,139.1,1,4
-0.86,-0.61,0.16,-3.14159,138.474,1,8
-0.86,-0.6,0.16,-3.14159,137.259,1,4
-0.86,-0.59,0.16,-3.14159,136.67,1,4
-0.86,-0.58,0.16,-3.14159,136.094,1,4
-0.86,-0.57,0.16,-3.14159,135.529,1,4
-0.86,-0.56,0.16,3.14159,134.977,1,4
-0.86,-0.55,0.16,3.14159,134.438,1,8
-0.86,-0.54,0.16,3.14159,133.395,1,4
-0.86,-0.53,0.16,3.14159,132.891,1,4
-0.86,-0.52,0.16,-3.14159,132.4,1,4
-0.86,-0.51,0.16,-3.14159,131.921,1,4
-0.86,-0.5,0.16,3.14159,131.453,1,4
-0.86,-0.49,0.16,3.14159,130.997,1,8
-0.86,-0.48,0.16,3.14159,130.121,1,4
-0.86,-0.47,0.16,3.14159,129.701,1,4
-0.86,-0.46,0.16,3.14159,129.292,1,4
-0.86,-0.45,0.16,3.14159,128.895,1,4
-0.86,-0.44,0.16,3.14159,128.509,1,8
-0.86,-0.43,0.16,3.14159,127.77,1,4
-0.86,-0.42,0.16,3.14159,127.418,1,4
-0.86,-0.41,0.16,3.14159,127.077,1,4
-0.86,-0.4,0.16,3.14159,126.747,1,4
-0.86,-0.39,0.16,-3.14159,126.428,1,4
-0.86,-0.38,0.16,-3.14159,126.12,1,8
-0.86,-0.37,0.16,3.14159,125.536,1,4
-0.86,-0.36,0.16,-3.14159,125.261,1,4
-0.86,-0.35,0.16,3.14159,124.996,1,4
-0.86,-0.34,0.16,3.14159,124.741,1,4
-0.86,-0.33,0.16,3.14159,124.497,1,4
-0.86,-0.32,0.16,-3.14159,124.264,1,8
-0.86,-0.31,0.16,-3.14159,123.829,1,4
-0.86,-0.3,0.16,-3.14159,123.627,1,4
-0.86,-0.29,0.16,-3.14159,123.435,1,4
-0.86,-0.28,0.16,-3.14159,123.254,1,4
-0.86,-0.27,0.16,-3.14159,123.083,1,8
-0.86,-0.26,0.16,3.14159,122.772,1,4
-0.86,-0.25,0.16,3.14159,122.631,1,4
-0.86,-0.24,0.16,3.14159,122.501,1,4
-0.86,-0.23,0.16,3.14159,122.381,1,4
-0.86,-0.22,0.16,3.14159,122.271,1,4
-0.86,-0.21,0.16,3.14159,122.171,1,8
-0.86,-0.2,0.16,3.14159,122.001,1,4
-0.86,-0.19,0.16,3.14159,121.932,1,4
-0.86,-0.18,0.16,3.14159,121.872,1,4
-0.86,-0.17,0.16,3.14159,121.823,1,4
-0.86,-0.16,0.16,3.14159,121.784,1,4
-0.86,-0.15,0.16,3.14159,121.754,1,8
-0.86,-0.14,0.16,3.14159,121.726,1,4
-0.86,-0.13,0.16,3.14159,121.728,1,4
-0.86,-0.12,0.16,-3.14159,121.739,1,4
-0.86,-0.11,0.16,3.14159,121.761,1,4
-0.86,-0.1,0.16,3.14159,121.835,1,8
-0.86,-0.09,0.16,-3.14159,121.888,1,4
-0.86,-0.08,0.16,-3.14159,121.951,1,4
-0.86,-0.07,0.16,3.14159,122.025,1,4
-0.86,-0.06,0.16,3.14159,122.109,1,4
-0.86,-0.05,0.16,3.14159,122.204,1,4
-0.86,-0.04,0.16,-3.14159,122.426,1,8
-0.86,-0.03,0.16,-3.14159,122.552,1,4
-0.86,-0.02,0.16,-3.14159,122.69,1,4
-0.86,-0.01,0.16,-3.14159,122.839,1,4
-0.86,0,0.16,3.14159,122.69,1,4
-0.86,0.01,0.16,3.14159,122.552,1,4
-0.86,0.02,0.16,3.14159,122.425,1,8
-0.86,0.03,0.16,3.14159,122.204,1,4
-0.86,0.04,0.16,3.14159,122.109,1,4
-0.86,0.05,0.16,3.14159,122.025,1,4
-0.86,0.06,0.16,-3.14159,121.951,1,4
-0.86,0.07,0.16,-3.14159,121.888,1,8
-0.86,0.08,0.16,-3.14159,121.793,1,4
-0.86,0.09,0.16,-3.14159,121.761,1,4
-0.86,0.1,0.16,-3.14159,121.739,1,4
-0.86,0.11,0.16,-3.14159,121.728,1,4
-0.86,0.12,0.16,-3.14159,121.726,1,4
-0.86,0.13,0.16,-3.14159,121.754,1,8
-0.86,0.14,0.16,-3.14159,121.783,1,4
-0.86,0.15,0.16,-3.14159,121.823,1,4
-0.86,0.16,0.16,-3.14159,121.872,1,4
-0.86,0.17,0.16,-3.14159,121.932,1,4
-0.86,0.18,0.16,-3.14159,122.001,1,4
-0.86,0.19,0.16,3.14159,122.171,1,8
-0.86,0.2,0.16,3.14159,122.271,1,4
-0.86,0.21,0.16,3.14159,122.381,1,4
-0.86,0.22,0.16,3.14159,122.501,1,4
-0.86,0.23,0.16,3.14159,122.631,1,4
-0.86,0.24,0.16,-3.14159,122.922,1,8
-0.86,0.25,0.16,-3.14159,123.083,1,4
-0.86,0.26,0.16,-3.14159,123.254,1,4
-0.86,0.27,0.16,-3.14159,123.435,1,4
-0.86,0.28,0.16,-3.14159,123.627,1,4
-0.86,0.29,0.16,-3.14159,123.829,1,4
-0.86,0.3,0.16,-3.14159,124.264,1,8
-0.86,0.31,0.16,3.14159,124.497,1,4
-0.86,0.32,0.16,3.14159,124.741,1,4
-0.86,0.33,0.16,3.14159,124.996,1,4
-0.86,0.34,0.16,3.14159,125.261,1,4
-0.86,0.35,0.16,3.14159,125.536,1,4
-0.86,0.36,0.16,3.14159,126.12,1,8
-0.86,0.37,0.16,3.14159,126.428,1,4
-0.86,0.38,0.16,3.14159,126.747,1,4
-0.86,0.39,0.16,3.14159,127.077,1,4
-0.86,0.4,0.16,3.14159,127.418,1,4
-0.86,0.41,0.16,3.14159,128.134,1,8
-0.86,0.42,0.16,3.14159,128.509,1,4
-0.86,0.43,0.16,3.14159,128.895,1,4
-0.86,0.44,0.16,3.14159,129.292,1,4
-0.86,0.45,0.16,3.14159,129.701,1,4
-0.86,0.46,0.16,3.14159,130.122,1,4
-0.86,0.47,0.16,-3.14159,130.997,1,8
-0.86,0.48,0.16,-3.14159,131.453,1,4
-0.86,0.49,0.16,-3.14159,131.921,1,4
-0.86,0.5,0.16,-3.14159,132.4,1,4
-0.86,0.51,0.16,-3.14159,132.891,1,4
-0.86,0.52,0.16,3.14159,133.395,1,4
-0.86,0.53,0.16,3.14159,134.438,1,8
-0.86,0.54,0.16,3.14159,134.977,1,4
-0.86,0.55,0.16,-3.14159,135.529,1,4
-0.86,0.56,0.16,-3.14159,136.094,1,4
-0.86,0.57,0.16,-3.14159,136.67,1,4
-0.86,0.58,0.16,-3.14159,137.861,1,8
-0.86,0.59,0.16,-3.14159,138.474,1,4
-0.86,0.6,0.16,3.14159,139.1,1,4
-0.86,0.61,0.16,-3.14159,139.739,1,4
-0.86,0.62,0.16,-3.14159,140.389,1,4
-0.86,0.63,0.16,-3.14159,141.052,1,4
-0.86,0.64,0.16,-3.14159,142.415,1,8
-0.86,0.65,0.16,-3.14159,143.114,1,4
-0.86,0.66,0.16,-3.14159,143.825,1,4
-0.86,0.67,0.16,-3.14159,144.548,1,4
-0.86,0.68,0.16,-3.14159,145.283,1,4
-0.86,0.69,0.16,3.14159,146.03,1,4
-0.86,0.7,0.16,-3.14159,147.556,1,8
-0.86,0.71,0.16,3.14159,148.335,1,4
-0.86,0.72,0.16,-3.14159,149.125,1,4
-0.86,0.73,0.16,-3.14159,149.924,1,4
-0.86,0.74,0.16,3.14159,150.734,1,4
-0.86,0.75,0.16,3.14159,152.381,1,8
-0.86,0.76,0.16,3.14159,153.217,1,4
-0.86,0.77,0.16,-3.14159,154.06,1,4
-0.86,0.78,0.16,-3.14159,154.911,1,4
-0.86,0.79,0.16,-3.14159,155.768,1,4
-0.86,0.8,0.16,3.14159,155.352,1,4
-0.86,0.81,0.16,3.14159,154.012,1,8
-0.86,0.82,0.16,3.14159,151.135,1,4
-0.86,0.83,0.16,3.14159,149.589,1,4
-0.86,0.84,0.16,3.14159,147.969,1,4
-0.85,-0.86,0.16,-3.14159,145.887,1,2
-0.85,-0.85,0.16,-3.14159,147.568,1,2
-0.85,-0.84,0.16,3.14159,149.174,1,2
-0.85,-0.83,0.16,-3.14159,152.173,1,4
-0.85,-0.82,0.16,3.14159,153.573,1,2
-0.85,-0.81,0.16,-3.14159,154.911,1,2
-0.85,-0.8,0.16,3.14159,156.191,1,2
-0.85,-0.79,0.16,3.14159,155.368,1,2
-0.85,-0.78,0.16,3.14159,154.551,1,4
